"filename", "language", "HTML", "TypeScript", "JSON", "JSON with Comments", "Markdown", "TypeScript JSX", "CSS", "XML", "JavaScript", "comment", "blank", "total"
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\Components\SplashScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 78, 33, 205
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\assets\osf-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\assets\osf_h_w.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 296, 0, 1, 1, 298
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\assets\react.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\assets\vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-fh-os.ts", "TypeScript", 0, 3106, 0, 0, 0, 0, 0, 0, 0, 64, 480, 3650
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-homepage.ts", "TypeScript", 0, 109, 0, 0, 0, 0, 0, 0, 0, 2, 23, 134
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-1.ts", "TypeScript", 0, 939, 0, 0, 0, 0, 0, 0, 0, 26, 145, 1110
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-10.ts", "TypeScript", 0, 3334, 0, 0, 0, 0, 0, 0, 0, 84, 517, 3935
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-11.ts", "TypeScript", 0, 3369, 0, 0, 0, 0, 0, 0, 0, 86, 521, 3976
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-2.ts", "TypeScript", 0, 1510, 0, 0, 0, 0, 0, 0, 0, 43, 228, 1781
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-3.ts", "TypeScript", 0, 1075, 0, 0, 0, 0, 0, 0, 0, 108, 168, 1351
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-4.ts", "TypeScript", 0, 1190, 0, 0, 0, 0, 0, 0, 0, 23, 206, 1419
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-5.ts", "TypeScript", 0, 2267, 0, 0, 0, 0, 0, 0, 0, 80, 350, 2697
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-6.ts", "TypeScript", 0, 533, 0, 0, 0, 0, 0, 0, 0, 10, 89, 632
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-7.ts", "TypeScript", 0, 1168, 0, 0, 0, 0, 0, 0, 0, 27, 184, 1379
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-8.ts", "TypeScript", 0, 2276, 0, 0, 0, 0, 0, 0, 0, 62, 349, 2687
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-9.ts", "TypeScript", 0, 1734, 0, 0, 0, 0, 0, 0, 0, 100, 267, 2101
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-book-intro.ts", "TypeScript", 0, 460, 0, 0, 0, 0, 0, 0, 0, 10, 64, 534
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\en-sfmc-colonoscopy-toc.ts", "TypeScript", 0, 489, 0, 0, 0, 0, 0, 0, 0, 13, 82, 584
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\es-sfmc-colonoscopy-book-1.ts", "TypeScript", 0, 941, 0, 0, 0, 0, 0, 0, 0, 28, 146, 1115
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\ex-component-structure.ts", "TypeScript", 0, 146, 0, 0, 0, 0, 0, 0, 0, 23, 32, 201
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\exampleData.ts", "TypeScript", 0, 1153, 0, 0, 0, 0, 0, 0, 0, 33, 170, 1356
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\fonts\fonts.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 71, 0, 0, 4, 17, 92
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\types.ts", "TypeScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 3, 28, 123
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\tsconfig.app.json", "JSON", 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 0, 28
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\tsconfig.app.tsbuildinfo", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\tsconfig.json", "JSON with Comments", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\tsconfig.node.json", "JSON", 0, 0, 22, 0, 0, 0, 0, 0, 0, 2, 0, 24
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\tsconfig.node.tsbuildinfo", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\vite.config.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\Eddie\Desktop\Work Stuff\OSF STUFF\react-stuff\osf-scrubbed-in\vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"Total", "-", 27, 25898, 5353, 7, 40, 7355, 7926, 1195, 736, 4472, 10354, 63363
